--------- beginning of main
09-19 13:10:02.528  1567  3881 I incfs-mounts: [incfs] Loaded incremental-fs mount info: 2 instances, 4 mount points
09-19 13:10:02.601  1360  1436 I incfs-mounts: [incfs] Loaded incremental-fs mount info: 2 instances, 4 mount points
09-19 13:10:02.656  4026  4026 D AndroidRuntime: >>>>>> START com.android.internal.os.RuntimeInit uid 0 <<<<<<
09-19 13:10:02.658  4026  4026 I AndroidRuntime: Using default boot image
09-19 13:10:02.658  4026  4026 I AndroidRuntime: Leaving lock profiling enabled
09-19 13:10:02.659  4026  4026 I app_process: Core platform API reporting enabled, enforcing=false
09-19 13:10:02.659  4026  4026 I app_process: Using CollectorTypeCMC GC.
09-19 13:10:02.700  4026  4026 D nativeloader: InitDefaultPublicLibraries for_preload=1: libandroid.so:libaaudio.so:libamidi.so:libbinder_ndk.so:libc.so:libcamera2ndk.so:libdl.so:libEGL.so:libGLESv1_CM.so:libGLESv2.so:libGLESv3.so:libicu.so:libicui18n.so:libicuuc.so:libjnigraphics.so:liblog.so:libmediandk.so:libm.so:libnativehelper.so:libnativewindow.so:libOpenMAXAL.so:libOpenSLES.so:libRS.so:libstdc++.so:libsync.so:libvulkan.so:libwebviewchromium_plat_support.so:libz.so
09-19 13:10:02.704  4026  4026 D nativeloader: Load libicu_jni.so using APEX ns com_android_art for caller /apex/com.android.art/javalib/core-oj.jar: ok
09-19 13:10:02.705  4026  4026 D app_process: u_setTimeZoneFilesDirectory("/apex/com.android.tzdata/etc/tz/versioned/8/icu") succeeded. 
09-19 13:10:02.705  4026  4026 D app_process: I18n APEX ICU file found: /apex/com.android.i18n/etc/icu/icudt75l.dat
09-19 13:10:02.705  4026  4026 D nativeloader: Load libjavacore.so using APEX ns com_android_art for caller /apex/com.android.art/javalib/core-oj.jar: ok
09-19 13:10:02.705  4026  4026 D nativeloader: Load libopenjdk.so using APEX ns com_android_art for caller /apex/com.android.art/javalib/core-oj.jar: ok
09-19 13:10:02.706  4026  4026 W app_process: Unexpected CPU variant for x86: x86_64.
09-19 13:10:02.706  4026  4026 W app_process: Known variants: atom, sandybridge, silvermont, goldmont, goldmont-plus, goldmont-without-sha-xsaves, tremont, kabylake, default
09-19 13:10:02.716  4026  4026 D nativeloader: Load libframework-connectivity-tiramisu-jni.so using APEX ns com_android_tethering for caller /apex/com.android.tethering/javalib/framework-connectivity-t.jar: ok
09-19 13:10:02.716  4026  4026 D AndroidRuntime: Calling main entry com.android.commands.am.Am
09-19 13:10:02.717  4026  4026 D UiAutomationConnection: Created on user UserHandle{0}
--------- beginning of system
09-19 13:10:02.718   571  1171 I ActivityManager: Force stopping com.ggufchat.app appid=10211 user=0: start instr
09-19 13:10:02.719   571  1171 V GrammaticalInflectionUtils: AttributionSource: AttributionSource { uid = 10211, packageName = null, attributionTag = null, token = android.os.Binder@3c71db7, deviceId = 0, next = null } does not have READ_SYSTEM_GRAMMATICAL_GENDER permission.
09-19 13:10:02.721   571  1171 I AppsFilter: interaction: PackageSetting{6964ad4 com.android.microdroid.empty_payload/10193} -> PackageSetting{dd0c517 com.ggufchat.app/10211} BLOCKED
09-19 13:10:02.722   571   873 I AppWidgetServiceImpl: Received broadcast: android.intent.action.PACKAGE_UNSTOPPED on user 0
09-19 13:10:02.722   571   873 I AppWidgetServiceImpl: Updating package stopped masked state for uid 10211 package com.ggufchat.app isStopped false
09-19 13:10:02.730   369   406 I netd    : tetherGetStats() -> {[]} <0.23ms>
09-19 13:10:02.732   371   371 D Zygote  : Forked child process 4037
09-19 13:10:02.755  4037  4037 I om.ggufchat.app: Using CollectorTypeCMC GC.
09-19 13:10:02.756  4037  4037 W om.ggufchat.app: Unexpected CPU variant for x86: x86_64.
09-19 13:10:02.756  4037  4037 W om.ggufchat.app: Known variants: atom, sandybridge, silvermont, goldmont, goldmont-plus, goldmont-without-sha-xsaves, tremont, kabylake, default
09-19 13:10:02.756  4037  4037 E om.ggufchat.app: Not starting debugger since process cannot load the jdwp agent.
09-19 13:10:02.764   571   623 I incfs-mounts: [incfs] Loaded incremental-fs mount info: 2 instances, 4 mount points
09-19 13:10:02.780  1170  1689 D EGL_emulation: app_time_stats: avg=241.74ms min=49.47ms max=677.97ms count=6
09-19 13:10:02.809  4050  4050 W libc    : Access denied finding property "ro.debuggable"
09-19 13:10:02.809  4050  4050 W libc    : Access denied finding property "ro.debuggable"
09-19 13:10:02.809  4050  4050 D AndroidRuntime: >>>>>> START com.android.internal.os.RuntimeInit uid 10211 <<<<<<
09-19 13:10:02.810  4050  4050 W libc    : Access denied finding property "ro.debuggable"
09-19 13:10:02.813  4050  4050 I AndroidRuntime: Using default boot image
09-19 13:10:02.813  4050  4050 I AndroidRuntime: Leaving lock profiling enabled
09-19 13:10:02.813  4050  4050 W libc    : Access denied finding property "odsign.verification.success"
09-19 13:10:02.815  4050  4050 W libc    : Access denied finding property "ro.debuggable"
09-19 13:10:02.816  4050  4050 W com.ggufchat.app: ART APEX data files are untrusted.
09-19 13:10:02.816  4050  4050 I com.ggufchat.app: Core platform API reporting enabled, enforcing=false
09-19 13:10:02.816  4050  4050 I com.ggufchat.app: Using CollectorTypeCMC GC.
--------- beginning of kernel
09-19 13:10:02.961     0     0 W audit   : audit_lost=19 audit_rate_limit=5 audit_backlog_limit=64
09-19 13:10:02.962     0     0 E audit   : rate limit exceeded
09-19 13:10:02.804  4050  4050 W app_process64: type=1400 audit(0.0:72): avc:  denied  { read } for  name="u:object_r:userdebug_or_eng_prop:s0" dev="tmpfs" ino=349 scontext=u:r:untrusted_app:s0:c211,c256,c512,c768 tcontext=u:object_r:userdebug_or_eng_prop:s0 tclass=file permissive=0 app=com.ggufchat.app
09-19 13:10:02.804  4050  4050 W app_process64: type=1400 audit(0.0:73): avc:  denied  { read } for  name="u:object_r:userdebug_or_eng_prop:s0" dev="tmpfs" ino=349 scontext=u:r:untrusted_app:s0:c211,c256,c512,c768 tcontext=u:object_r:userdebug_or_eng_prop:s0 tclass=file permissive=0 app=com.ggufchat.app
09-19 13:10:02.808  4050  4050 W om.ggufchat.app: type=1400 audit(0.0:74): avc:  denied  { read } for  name="u:object_r:userdebug_or_eng_prop:s0" dev="tmpfs" ino=349 scontext=u:r:untrusted_app:s0:c211,c256,c512,c768 tcontext=u:object_r:userdebug_or_eng_prop:s0 tclass=file permissive=0 app=com.ggufchat.app
09-19 13:10:02.808  4050  4050 W om.ggufchat.app: type=1400 audit(0.0:75): avc:  denied  { read } for  name="u:object_r:odsign_prop:s0" dev="tmpfs" ino=262 scontext=u:r:untrusted_app:s0:c211,c256,c512,c768 tcontext=u:object_r:odsign_prop:s0 tclass=file permissive=0 app=com.ggufchat.app
09-19 13:10:02.858  4050  4050 D nativeloader: InitDefaultPublicLibraries for_preload=1: libandroid.so:libaaudio.so:libamidi.so:libbinder_ndk.so:libc.so:libcamera2ndk.so:libdl.so:libEGL.so:libGLESv1_CM.so:libGLESv2.so:libGLESv3.so:libicu.so:libicui18n.so:libicuuc.so:libjnigraphics.so:liblog.so:libmediandk.so:libm.so:libnativehelper.so:libnativewindow.so:libOpenMAXAL.so:libOpenSLES.so:libRS.so:libstdc++.so:libsync.so:libvulkan.so:libwebviewchromium_plat_support.so:libz.so
09-19 13:10:02.863  4050  4050 D nativeloader: Load libicu_jni.so using APEX ns com_android_art for caller /apex/com.android.art/javalib/core-oj.jar: ok
09-19 13:10:02.863  4050  4050 D com.ggufchat.app: u_setTimeZoneFilesDirectory("/apex/com.android.tzdata/etc/tz/versioned/8/icu") succeeded. 
09-19 13:10:02.863  4050  4050 D com.ggufchat.app: I18n APEX ICU file found: /apex/com.android.i18n/etc/icu/icudt75l.dat
09-19 13:10:02.864  4050  4050 D nativeloader: Load libjavacore.so using APEX ns com_android_art for caller /apex/com.android.art/javalib/core-oj.jar: ok
09-19 13:10:02.864  4050  4050 D nativeloader: Load libopenjdk.so using APEX ns com_android_art for caller /apex/com.android.art/javalib/core-oj.jar: ok
09-19 13:10:02.865  4050  4050 W com.ggufchat.app: Unexpected CPU variant for x86: x86_64.
09-19 13:10:02.865  4050  4050 W com.ggufchat.app: Known variants: atom, sandybridge, silvermont, goldmont, goldmont-plus, goldmont-without-sha-xsaves, tremont, kabylake, default
09-19 13:10:02.874  4050  4050 W libc    : Access denied finding property "ro.product.name_for_attestation"
09-19 13:10:02.874  4050  4050 W libc    : Access denied finding property "ro.product.device_for_attestation"
09-19 13:10:02.874  4050  4050 W libc    : Access denied finding property "ro.product.manufacturer_for_attestation"
09-19 13:10:02.875  4050  4050 W libc    : Access denied finding property "ro.product.brand_for_attestation"
09-19 13:10:02.875  4050  4050 W libc    : Access denied finding property "ro.product.model_for_attestation"
09-19 13:10:02.875  4050  4050 W libc    : Access denied finding property "ro.debuggable"
09-19 13:10:02.875  4050  4050 D nativeloader: Load libframework-connectivity-tiramisu-jni.so using APEX ns com_android_tethering for caller /apex/com.android.tethering/javalib/framework-connectivity-t.jar: ok
09-19 13:10:02.875  4050  4050 D AndroidRuntime: Calling main entry com.android.internal.os.WrapperInit
09-19 13:10:02.875  4050  4050 D Zygote  : begin preload
09-19 13:10:02.876  4050  4050 I Zygote  : Calling ZygoteHooks.beginPreload()
09-19 13:10:02.876   371   371 I Zygote  : Wrapped process has pid 4050
09-19 13:10:02.876   571   608 W ActivityManager: Slow operation: 155ms so far, now at startProcess: returned from zygote!
09-19 13:10:02.876   571   608 W ActivityManager: Slow operation: 155ms so far, now at startProcess: done updating battery stats
09-19 13:10:02.876   571   608 W ActivityManager: Slow operation: 155ms so far, now at startProcess: building log message
09-19 13:10:02.876   571   608 I ActivityManager: Start proc 4050:com.ggufchat.app/u0a211 for added application com.ggufchat.app
09-19 13:10:02.876   571   608 W ActivityManager: Slow operation: 155ms so far, now at startProcess: starting to update pids map
09-19 13:10:02.876   571   608 W ActivityManager: Slow operation: 155ms so far, now at startProcess: done updating pids map
09-19 13:10:02.891  4050  4050 V WrapperInitTiming: BeginPreload took to complete: 16ms
09-19 13:10:02.892  4050  4050 I Zygote  : Preloading classes...
09-19 13:10:02.894  4050  4050 W Zygote  : Class not found for preloading: android.app.PendingIntent$$ExternalSyntheticLambda3
09-19 13:10:02.898  4050  4050 D nativeloader: Load libjavacrypto.so using APEX ns com_android_conscrypt for caller /apex/com.android.conscrypt/javalib/conscrypt.jar: ok
09-19 13:10:02.903  4050  4050 W libc    : Access denied finding property "qemu.sf.lcd_density"
09-19 13:10:02.903  4050  4050 W libc    : Access denied finding property "qemu.sf.lcd_density"
09-19 13:10:02.904  4050  4050 I Typeface: Preloading /system/fonts/Roboto-Regular.ttf
09-19 13:10:02.904  4050  4050 I Typeface: Preloading /system/fonts/RobotoStatic-Regular.ttf
09-19 13:10:02.904  4050  4050 I SystemFonts: Loading font config from /system/etc/fonts.xml
09-19 13:10:02.913  4050  4050 E ActivityRecognitionHardware: activity_recognition HAL is deprecated. class_init is effectively a no-op
09-19 13:10:02.968  4050  4050 D nativeloader: Load libmedia_jni.so using system ns (caller=/system/framework/framework.jar!classes2.dex): ok
09-19 13:10:02.968  4050  4050 D MtpDeviceJNI: register_android_mtp_MtpDevice
09-19 13:10:02.970  4050  4050 D nativeloader: Load libsoundpool.so using system ns (caller=/system/framework/framework.jar!classes2.dex): ok
09-19 13:10:02.970  4050  4050 D nativeloader: Load libaudioeffect_jni.so using system ns (caller=/system/framework/framework.jar!classes2.dex): ok
09-19 13:10:02.972  4050  4050 D nativeloader: Load librtp_jni.so using system ns (caller=/system/framework/voip-common.jar): ok
09-19 13:10:02.972  4050  4050 I com.ggufchat.app: Thread[1,tid=4050,Native,Thread*=0x7a7b7dae8010,peer=0x140009c0,"main"] recursive attempt to load library "librtp_jni.so"
09-19 13:10:02.974  4050  4050 D nativeloader: Load libvintf_jni.so using system ns (caller=/system/framework/framework.jar!classes3.dex): ok
09-19 13:10:02.980  4050  4050 D nativeloader: Load librs_jni.so using system ns (caller=/system/framework/framework.jar!classes3.dex): ok
09-19 13:10:02.991  4050  4050 W Zygote  : Class not found for preloading: android.window.ImeOnBackInvokedDispatcher$$ExternalSyntheticLambda0
09-19 13:10:02.992  4050  4050 W Zygote  : Class not found for preloading: android.window.WindowOnBackInvokedDispatcher$OnBackInvokedCallbackWrapper$CallbackRef
09-19 13:10:02.992  4050  4050 W com.ggufchat.app: Core platform API violation: Llibcore/io/Memory;->peekLong(JZ)J from Lcom/android/framework/protobuf/UnsafeUtil; using reflection
09-19 13:10:02.992  4050  4050 W com.ggufchat.app: Core platform API violation: Llibcore/io/Memory;->pokeLong(JJZ)V from Lcom/android/framework/protobuf/UnsafeUtil; using reflection
09-19 13:10:02.992  4050  4050 W com.ggufchat.app: Core platform API violation: Llibcore/io/Memory;->pokeInt(JIZ)V from Lcom/android/framework/protobuf/UnsafeUtil; using reflection
09-19 13:10:02.992  4050  4050 W com.ggufchat.app: Core platform API violation: Llibcore/io/Memory;->peekInt(JZ)I from Lcom/android/framework/protobuf/UnsafeUtil; using reflection
09-19 13:10:02.992  4050  4050 W com.ggufchat.app: Core platform API violation: Llibcore/io/Memory;->pokeByte(JB)V from Lcom/android/framework/protobuf/UnsafeUtil; using reflection
09-19 13:10:02.992  4050  4050 W com.ggufchat.app: Core platform API violation: Llibcore/io/Memory;->peekByte(J)B from Lcom/android/framework/protobuf/UnsafeUtil; using reflection
09-19 13:10:02.992  4050  4050 W com.ggufchat.app: Core platform API violation: Llibcore/io/Memory;->pokeByteArray(J[BII)V from Lcom/android/framework/protobuf/UnsafeUtil; using reflection
09-19 13:10:02.992  4050  4050 W com.ggufchat.app: Core platform API violation: Llibcore/io/Memory;->peekByteArray(J[BII)V from Lcom/android/framework/protobuf/UnsafeUtil; using reflection
09-19 13:10:02.998  4050  4050 W libc    : Access denied finding property "ro.debuggable"
09-19 13:10:03.002  4050  4050 W libc    : Access denied finding property "ro.debuggable"
09-19 13:10:03.005  4050  4050 W OverlayConfig: partition_order.xml does not exist.
09-19 13:10:03.016  4050  4050 W com.ggufchat.app: unable to execute idmap2: Permission denied
09-19 13:10:03.016  4050  4050 W OverlayConfig: 'idmap2 create-multiple' failed: no mutable="false" overlays targeting "android" will be loaded
09-19 13:10:03.017  4050  4050 W libc    : Access denied finding property "ro.debuggable"
09-19 13:10:03.018  4050  4050 W libc    : Access denied finding property "ro.debuggable"
09-19 13:10:03.018  4050  4050 W libc    : Access denied finding property "ro.debuggable"
09-19 13:10:03.022  4050  4050 D nativeloader: Load libframework-connectivity-jni.so using APEX ns com_android_tethering for caller /apex/com.android.tethering/javalib/framework-connectivity.jar: ok
09-19 13:10:03.034  4050  4050 W Zygote  : Class not found for preloading: sun.util.locale.BaseLocale$Key-IA
09-19 13:10:03.035  4050  4050 I Zygote  : ...preloaded 17758 classes in 143ms.
09-19 13:10:03.035  4050  4050 V WrapperInitTiming: PreloadClasses took to complete: 143ms
09-19 13:10:03.036  4050  4050 D nativeloader: InitApexLibraries:
09-19 13:10:03.036  4050  4050 D nativeloader:   com_android_art: libnativehelper.so
09-19 13:10:03.036  4050  4050 D nativeloader:   com_android_i18n: libicui18n.so:libicuuc.so:libicu.so
09-19 13:10:03.036  4050  4050 D nativeloader:   com_android_neuralnetworks: libneuralnetworks.so
09-19 13:10:03.036  4050  4050 D nativeloader: InitDefaultPublicLibraries for_preload=0: libandroid.so:libaaudio.so:libamidi.so:libbinder_ndk.so:libc.so:libcamera2ndk.so:libclang_rt.hwasan-aarch64-android.so:libdl.so:libEGL.so:libGLESv1_CM.so:libGLESv2.so:libGLESv3.so:libjnigraphics.so:liblog.so:libmediandk.so:libm.so:libnativewindow.so:libOpenMAXAL.so:libOpenSLES.so:libRS.so:libstdc++.so:libsync.so:libvulkan.so:libwebviewchromium_plat_support.so:libz.so
09-19 13:10:03.036  4050  4050 D nativeloader: Configuring clns-shared-1 for other apk /system/framework/android.hidl.base-V1.0-java.jar. target_sdk_version=35, uses_libraries=, library_path=, permitted_path=/data:/mnt/expand
09-19 13:10:03.036  4050  4050 D nativeloader: InitExtendedPublicLibraries: 
09-19 13:10:03.036  4050  4050 I nativeloader: InitVendorPublicLibraries skipped: Failed to read /vendor/etc/public.libraries.txt: No such file or directory
09-19 13:10:03.036  4050  4050 D nativeloader: InitProductPublicLibraries: 
09-19 13:10:03.036  4050  4050 D ApplicationLoaders: Created zygote-cached class loader: /system/framework/android.hidl.base-V1.0-java.jar
09-19 13:10:03.036  4050  4050 D nativeloader: Configuring clns-shared-2 for other apk /system/framework/android.hidl.manager-V1.0-java.jar. target_sdk_version=35, uses_libraries=, library_path=, permitted_path=/data:/mnt/expand
09-19 13:10:03.036  4050  4050 D ApplicationLoaders: Created zygote-cached class loader: /system/framework/android.hidl.manager-V1.0-java.jar
09-19 13:10:03.037  4050  4050 D nativeloader: Configuring clns-shared-3 for other apk /system/framework/android.test.base.jar. target_sdk_version=35, uses_libraries=, library_path=, permitted_path=/data:/mnt/expand
09-19 13:10:03.037  4050  4050 D ApplicationLoaders: Created zygote-cached class loader: /system/framework/android.test.base.jar
09-19 13:10:03.037  4050  4050 D nativeloader: Configuring clns-shared-4 for other apk /system/framework/org.apache.http.legacy.jar. target_sdk_version=35, uses_libraries=, library_path=, permitted_path=/data:/mnt/expand
09-19 13:10:03.037  4050  4050 D ApplicationLoaders: Created zygote-cached class loader: /system/framework/org.apache.http.legacy.jar
09-19 13:10:03.037  4050  4050 D nativeloader: Configuring clns-shared-5 for other apk /system_ext/framework/androidx.window.extensions.jar. target_sdk_version=35, uses_libraries=, library_path=, permitted_path=/data:/mnt/expand
09-19 13:10:03.038  4050  4050 D ApplicationLoaders: Created zygote-cached class loader: /system_ext/framework/androidx.window.extensions.jar
09-19 13:10:03.038  4050  4050 D nativeloader: Configuring clns-shared-6 for other apk /system_ext/framework/androidx.window.sidecar.jar. target_sdk_version=35, uses_libraries=, library_path=, permitted_path=/data:/mnt/expand
09-19 13:10:03.038  4050  4050 D ApplicationLoaders: Created zygote-cached class loader: /system_ext/framework/androidx.window.sidecar.jar
09-19 13:10:03.038  4050  4050 V WrapperInitTiming: CacheNonBootClasspathClassLoaders took to complete: 3ms
09-19 13:10:03.038  4050  4050 I Resources: Preloading resources...
09-19 13:10:03.039  4050  4050 W Resources: Preloaded drawable resource #0x10802cb (android:drawable/dialog_background_material) that varies with configuration!!
09-19 13:10:03.040  4050  4050 W Resources: Preloaded drawable resource #0x1080846 (android:drawable/progress_horizontal_material) that varies with configuration!!
09-19 13:10:03.040  4050  4050 W Resources: Preloaded drawable resource #0x108084a (android:drawable/progress_indeterminate_horizontal_material) that varies with configuration!!
09-19 13:10:03.040  4050  4050 I Resources: ...preloaded 63 resources in 3ms.
09-19 13:10:03.041  4050  4050 I Resources: ...preloaded 41 resources in 0ms.
09-19 13:10:03.041  4050  4050 V WrapperInitTiming: PreloadResources took to complete: 3ms
09-19 13:10:03.043  4050  4050 I Zygote  : Preloading shared libraries...
09-19 13:10:03.044  4050  4050 D nativeloader: Load libandroid.so using system ns (caller=/system/framework/framework.jar!classes5.dex): ok
09-19 13:10:03.044  4050  4050 D nativeloader: Load libjnigraphics.so using system ns (caller=/system/framework/framework.jar!classes5.dex): ok
09-19 13:10:03.044  4050  4050 D nativeloader: Load libcompiler_rt.so using system ns (caller=/system/framework/framework.jar!classes5.dex): ok
09-19 13:10:03.044  4050  4050 E com.ggufchat.app: Unable to find pattern file or unable to map it for am
09-19 13:10:03.045  4050  4050 D nativeloader: Load libwebviewchromium_loader.so using system ns (caller=/system/framework/framework.jar!classes4.dex): ok
09-19 13:10:03.045  4050  4050 I Zygote  : Called ZygoteHooks.endPreload()
09-19 13:10:03.045  4050  4050 I Zygote  : Installed AndroidKeyStoreProvider in 0ms.
09-19 13:10:03.045  4050  4050 I Zygote  : Warmed up JCA providers in 0ms.
09-19 13:10:03.045  4050  4050 D Zygote  : end preload
09-19 13:10:03.047  4050  4050 D nativeloader: Load libstats_jni.so using APEX ns com_android_os_statsd for caller /apex/com.android.os.statsd/javalib/framework-statsd.jar: ok
09-19 13:10:03.047  4050  4050 D CompatChangeReporter: Compat change id reported: 242716250; UID 10211; state: ENABLED
09-19 13:10:03.049  4050  4050 W ActivityThread: Package uses different ABI(s) than its instrumentation: package[com.ggufchat.app]: x86_64, null instrumentation[com.ggufchat.gpurate]: null, null
09-19 13:10:03.049  4050  4050 W ziparchive: Unable to open '/data/app/~~QeQcooTSq8rBoci0FYv_Yw==/com.ggufchat.gpurate-gcmDwRqecVTYO8CWoQ85Bg==/base.dm': No such file or directory
09-19 13:10:03.049  4050  4050 W ziparchive: Unable to open '/data/app/~~QeQcooTSq8rBoci0FYv_Yw==/com.ggufchat.gpurate-gcmDwRqecVTYO8CWoQ85Bg==/base.dm': No such file or directory
09-19 13:10:03.049  4050  4050 W ziparchive: Unable to open '/data/app/~~xQ_rZPmcNB5w1dBoVEYPZg==/com.ggufchat.app-65GhXnRmQWXhkIEgdG_T9w==/base.dm': No such file or directory
09-19 13:10:03.049  4050  4050 W ziparchive: Unable to open '/data/app/~~xQ_rZPmcNB5w1dBoVEYPZg==/com.ggufchat.app-65GhXnRmQWXhkIEgdG_T9w==/base.dm': No such file or directory
09-19 13:10:03.082  4050  4050 D nativeloader: Configuring clns-7 for other apk /data/app/~~QeQcooTSq8rBoci0FYv_Yw==/com.ggufchat.gpurate-gcmDwRqecVTYO8CWoQ85Bg==/base.apk:/data/app/~~xQ_rZPmcNB5w1dBoVEYPZg==/com.ggufchat.app-65GhXnRmQWXhkIEgdG_T9w==/base.apk. target_sdk_version=34, uses_libraries=, library_path=/data/app/~~QeQcooTSq8rBoci0FYv_Yw==/com.ggufchat.gpurate-gcmDwRqecVTYO8CWoQ85Bg==/lib/x86_64:/data/app/~~xQ_rZPmcNB5w1dBoVEYPZg==/com.ggufchat.app-65GhXnRmQWXhkIEgdG_T9w==/lib/x86_64:/data/app/~~QeQcooTSq8rBoci0FYv_Yw==/com.ggufchat.gpurate-gcmDwRqecVTYO8CWoQ85Bg==/base.apk!/lib/x86_64:/data/app/~~xQ_rZPmcNB5w1dBoVEYPZg==/com.ggufchat.app-65GhXnRmQWXhkIEgdG_T9w==/base.apk!/lib/x86_64, permitted_path=/data:/mnt/expand:/data/user/0/com.ggufchat.app
09-19 13:10:03.083  4050  4050 V GraphicsEnvironment: Currently set values for:
09-19 13:10:03.083  4050  4050 V GraphicsEnvironment:   angle_gl_driver_selection_pkgs=[]
09-19 13:10:03.083  4050  4050 V GraphicsEnvironment:   angle_gl_driver_selection_values=[]
09-19 13:10:03.083  4050  4050 V GraphicsEnvironment: Global.Settings values are invalid: number of packages: 0, number of values: 0
09-19 13:10:03.083  4050  4050 V GraphicsEnvironment: Neither updatable production driver nor prerelease driver is supported.
09-19 13:10:03.084  4050  4050 W ziparchive: Unable to open '/data/app/~~QeQcooTSq8rBoci0FYv_Yw==/com.ggufchat.gpurate-gcmDwRqecVTYO8CWoQ85Bg==/base.dm': No such file or directory
09-19 13:10:03.084  4050  4050 W ziparchive: Unable to open '/data/app/~~QeQcooTSq8rBoci0FYv_Yw==/com.ggufchat.gpurate-gcmDwRqecVTYO8CWoQ85Bg==/base.dm': No such file or directory
09-19 13:10:03.084  4050  4050 W ziparchive: Unable to open '/data/app/~~xQ_rZPmcNB5w1dBoVEYPZg==/com.ggufchat.app-65GhXnRmQWXhkIEgdG_T9w==/base.dm': No such file or directory
09-19 13:10:03.084  4050  4050 W ziparchive: Unable to open '/data/app/~~xQ_rZPmcNB5w1dBoVEYPZg==/com.ggufchat.app-65GhXnRmQWXhkIEgdG_T9w==/base.dm': No such file or directory
09-19 13:10:03.115  4050  4050 I incfs   : Initial API level of the device: 35
09-19 13:10:03.115  4050  4050 W libc    : Access denied finding property "ro.incremental.enable"
09-19 13:10:03.115  4050  4050 I incfs   : ro.incremental.enable: on
09-19 13:10:03.115  4050  4050 I incfs   : IncFs_Features: v2
09-19 13:10:03.116  4050  4050 I incfs-mounts: [incfs] Loaded incremental-fs mount info: 2 instances, 4 mount points
09-19 13:10:03.118  4050  4063 I GGUFNativeStderr: Emulator-only GGML_VK_VISIBLE_DEVICES=0; software Vulkan is not hardware acceleration
09-19 13:10:03.120  4050  4063 E platform: Failed to open rendernode: No such file or directory
09-19 13:10:03.123  4050  4063 D vulkan  : searching for layers in '/data/app/~~xQ_rZPmcNB5w1dBoVEYPZg==/com.ggufchat.app-65GhXnRmQWXhkIEgdG_T9w==/lib/x86_64'
09-19 13:10:03.123  4050  4063 D vulkan  : searching for layers in '/data/app/~~QeQcooTSq8rBoci0FYv_Yw==/com.ggufchat.gpurate-gcmDwRqecVTYO8CWoQ85Bg==/base.apk!/lib/x86_64'
09-19 13:10:03.123  4050  4063 D vulkan  : searching for layers in '/data/app/~~xQ_rZPmcNB5w1dBoVEYPZg==/com.ggufchat.app-65GhXnRmQWXhkIEgdG_T9w==/base.apk!/lib/x86_64'
09-19 13:10:03.123  4050  4063 I GGUFNativeStderr: Vulkan loader API 1.3.0; bundled ggml Vulkan requires >= 1.2
09-19 13:10:03.123  4050  4063 D nativeloader: Load /data/app/~~xQ_rZPmcNB5w1dBoVEYPZg==/com.ggufchat.app-65GhXnRmQWXhkIEgdG_T9w==/lib/x86_64/libggufdiagnostics.so using ns clns-7 from class loader (caller=/data/app/~~xQ_rZPmcNB5w1dBoVEYPZg==/com.ggufchat.app-65GhXnRmQWXhkIEgdG_T9w==/base.apk): ok
09-19 13:10:03.124  4050  4063 D nativeloader: Load /data/app/~~xQ_rZPmcNB5w1dBoVEYPZg==/com.ggufchat.app-65GhXnRmQWXhkIEgdG_T9w==/lib/x86_64/libggufcpu.so using ns clns-7 from class loader (caller=/data/app/~~xQ_rZPmcNB5w1dBoVEYPZg==/com.ggufchat.app-65GhXnRmQWXhkIEgdG_T9w==/base.apk): ok
09-19 13:10:03.126  4050  4063 D nativeloader: Load /data/app/~~xQ_rZPmcNB5w1dBoVEYPZg==/com.ggufchat.app-65GhXnRmQWXhkIEgdG_T9w==/lib/x86_64/libaijni.so using ns clns-7 from class loader (caller=/data/app/~~xQ_rZPmcNB5w1dBoVEYPZg==/com.ggufchat.app-65GhXnRmQWXhkIEgdG_T9w==/base.apk): ok
09-19 13:10:03.126  4050  4063 I GGUFDispatch: GGUF_CPU_DISPATCH library=aijni
09-19 13:10:03.309  4050  4063 I UiAutomation: Initialized for user 0 on display 0
09-19 13:10:03.310   571  3278 D AccessibilityManagerService: changeCurrentUserForTestAutomationIfNeededLocked(0): ignoring because device doesn't support visible background users
09-19 13:10:03.310   571  3278 I UiAutomationManager: Registering UiTestAutomationService (id=com.android.server.accessibility/UiAutomation, flags=0x0) when called by user 0
09-19 13:10:03.311   571  3278 W MagnificationConnectionManager: requestConnection duplicated request: connect=false, mConnectionState=DISCONNECTED
09-19 13:10:03.311  1427  2520 I AiAiEcho: Settings changed for uri: content://settings/secure/accessibility_enabled
09-19 13:10:03.311   571   571 W IPCThreadState: Sending oneway calls to frozen process.
09-19 13:10:03.311  1427  1614 I AiAiEcho: Predicting[0]:  [CONTEXT sampling_count=5 ]
09-19 13:10:03.311  1427  1614 I AiAiEcho: EchoTargets: 
09-19 13:10:03.311  1427  1614 I AiAiEcho: Filtered by AiAi flag check: 
09-19 13:10:03.311  1427  1614 I AiAiEcho: [CONTEXT ratelimit_period="10 SECONDS" ]
09-19 13:10:03.312  1427  1614 I AiAiEcho: Ranked targets strategy: SORT, count: 0, ranking metadata:  [CONTEXT ratelimit_period="10 SECONDS" ]
09-19 13:10:03.312  1427  1614 I AiAiEcho: #remoteViewsTwiddler: feature disabled.
09-19 13:10:03.312  1427  1614 I AiAiEcho: Predicting[0]:  [CONTEXT sampling_count=5 ]
09-19 13:10:03.312  1427  1614 I AiAiEcho: EchoTargets: 
